World_bank_income_group,Region,Country,ISO3,Income_Quantiles,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,At least one fruit,NA,Percentage,2021,28_09_2021,22_10_2021,70.49,61.86,78.44
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,At least one fruit,NA,Percentage,2021,28_09_2021,22_10_2021,73,64.87,80.42
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,At least one fruit,NA,Percentage,2021,28_09_2021,22_10_2021,74.75,66.72,82
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,At least one fruit,NA,Percentage,2021,28_09_2021,22_10_2021,80.3,73.61,86.23
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,At least one fruit,NA,Percentage,2021,28_09_2021,22_10_2021,76.49,69.35,82.94
Upper middle,Europe and Central Asia,Turkey,TUR,All,"At least one pulse, nut, or seed",NA,Percentage,2021,28_09_2021,22_10_2021,68.47,64.74,72.08
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,28_09_2021,22_10_2021,63.06,53.82,71.84
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,28_09_2021,22_10_2021,61.35,52.23,70.08
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,28_09_2021,22_10_2021,71.18,62.48,79.16
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,28_09_2021,22_10_2021,71,62.77,78.58
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,28_09_2021,22_10_2021,75.67,68.37,82.28
Upper middle,Europe and Central Asia,Turkey,TUR,All,At least one animal-source food,NA,Percentage,2021,28_09_2021,22_10_2021,95.63,93.88,97.1
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,At least one animal-source food,NA,Percentage,2021,28_09_2021,22_10_2021,92.52,87.48,96.35
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,At least one animal-source food,NA,Percentage,2021,28_09_2021,22_10_2021,94.78,89.51,98.28
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,At least one animal-source food,NA,Percentage,2021,28_09_2021,22_10_2021,95.68,91.27,98.6
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,At least one animal-source food,NA,Percentage,2021,28_09_2021,22_10_2021,97.18,93.96,99.21
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,At least one animal-source food,NA,Percentage,2021,28_09_2021,22_10_2021,97.98,95.36,99.54
Upper middle,Europe and Central Asia,Turkey,TUR,All,At least one starchy staple food,NA,Percentage,2021,28_09_2021,22_10_2021,95.16,93.42,96.65
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,At least one starchy staple food,NA,Percentage,2021,28_09_2021,22_10_2021,96.2,92.52,98.67
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,At least one starchy staple food,NA,Percentage,2021,28_09_2021,22_10_2021,96.06,91.84,98.8
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,At least one starchy staple food,NA,Percentage,2021,28_09_2021,22_10_2021,95.14,90.73,98.19
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,At least one starchy staple food,NA,Percentage,2021,28_09_2021,22_10_2021,94.58,89.97,97.84
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,At least one starchy staple food,NA,Percentage,2021,28_09_2021,22_10_2021,93.82,89.44,97.08
Upper middle,Europe and Central Asia,Turkey,TUR,All,Baked or grain-based sweets,DQQ11,Percentage,2021,28_09_2021,22_10_2021,33.74,30.16,37.41
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,28_09_2021,22_10_2021,27.27,19.21,36.16
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,28_09_2021,22_10_2021,33.18,25.04,41.87
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,28_09_2021,22_10_2021,25.79,18.96,33.29
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,28_09_2021,22_10_2021,43.33,34.84,52.03
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,28_09_2021,22_10_2021,39.16,31.78,46.8
Upper middle,Europe and Central Asia,Turkey,TUR,All,Cheese,DQQ14,Percentage,2021,28_09_2021,22_10_2021,76.66,73.35,79.82
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Cheese,DQQ14,Percentage,2021,28_09_2021,22_10_2021,67.81,58.86,76.14
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Cheese,DQQ14,Percentage,2021,28_09_2021,22_10_2021,71.16,62.74,78.9
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Cheese,DQQ14,Percentage,2021,28_09_2021,22_10_2021,80.44,73.19,86.79
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Cheese,DQQ14,Percentage,2021,28_09_2021,22_10_2021,81.53,74.72,87.48
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Cheese,DQQ14,Percentage,2021,28_09_2021,22_10_2021,82.34,76.42,87.56
Upper middle,Europe and Central Asia,Turkey,TUR,All,Citrus,DQQ9,Percentage,2021,28_09_2021,22_10_2021,38.41,34.66,42.24
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Citrus,DQQ9,Percentage,2021,28_09_2021,22_10_2021,33.54,24.79,42.9
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Citrus,DQQ9,Percentage,2021,28_09_2021,22_10_2021,37.54,28.99,46.49
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Citrus,DQQ9,Percentage,2021,28_09_2021,22_10_2021,37.01,28.67,45.76
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Citrus,DQQ9,Percentage,2021,28_09_2021,22_10_2021,40.84,32.35,49.62
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Citrus,DQQ9,Percentage,2021,28_09_2021,22_10_2021,43.12,35.65,50.76
Upper middle,Europe and Central Asia,Turkey,TUR,All,Dairy,NA,Percentage,2021,28_09_2021,22_10_2021,89.81,87.38,92.01
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Dairy,NA,Percentage,2021,28_09_2021,22_10_2021,82.59,75.12,88.96
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Dairy,NA,Percentage,2021,28_09_2021,22_10_2021,88.24,81.89,93.37
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Dairy,NA,Percentage,2021,28_09_2021,22_10_2021,92.35,87.18,96.27
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Dairy,NA,Percentage,2021,28_09_2021,22_10_2021,91.59,86.48,95.57
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Dairy,NA,Percentage,2021,28_09_2021,22_10_2021,94.21,90.5,97.05
Upper middle,Europe and Central Asia,Turkey,TUR,All,Dark green leafy vegetables,DQQ6,Percentage,2021,28_09_2021,22_10_2021,44.71,40.86,48.58
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,28_09_2021,22_10_2021,37.17,28.15,46.67
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,28_09_2021,22_10_2021,42.46,33.62,51.55
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,28_09_2021,22_10_2021,44.45,35.86,53.22
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,28_09_2021,22_10_2021,47.47,38.84,56.19
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,28_09_2021,22_10_2021,51.95,44.24,59.62
Upper middle,Europe and Central Asia,Turkey,TUR,All,Deep fried foods,DQQ24,Percentage,2021,28_09_2021,22_10_2021,25.94,22.59,29.45
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Deep fried foods,DQQ24,Percentage,2021,28_09_2021,22_10_2021,31.81,23.34,40.93
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Deep fried foods,DQQ24,Percentage,2021,28_09_2021,22_10_2021,20.81,14,28.56
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Deep fried foods,DQQ24,Percentage,2021,28_09_2021,22_10_2021,21.75,14.9,29.49
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Deep fried foods,DQQ24,Percentage,2021,28_09_2021,22_10_2021,30.35,22.33,39.01
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Deep fried foods,DQQ24,Percentage,2021,28_09_2021,22_10_2021,25.11,19.02,31.73
Upper middle,Europe and Central Asia,Turkey,TUR,All,Eggs,DQQ13,Percentage,2021,28_09_2021,22_10_2021,64.24,60.48,67.91
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Eggs,DQQ13,Percentage,2021,28_09_2021,22_10_2021,63.63,54.66,72.14
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Eggs,DQQ13,Percentage,2021,28_09_2021,22_10_2021,63.66,54.85,72.03
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Eggs,DQQ13,Percentage,2021,28_09_2021,22_10_2021,68.79,60.55,76.48
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Eggs,DQQ13,Percentage,2021,28_09_2021,22_10_2021,64.29,55.62,72.51
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Eggs,DQQ13,Percentage,2021,28_09_2021,22_10_2021,60.86,53.14,68.33
Upper middle,Europe and Central Asia,Turkey,TUR,All,Fast food,DQQ29,Percentage,2021,28_09_2021,22_10_2021,2.83,1.72,4.21
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Fast food,DQQ29,Percentage,2021,28_09_2021,22_10_2021,3.13,0.43,8.19
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Fast food,DQQ29,Percentage,2021,28_09_2021,22_10_2021,1.74,0.31,4.31
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Fast food,DQQ29,Percentage,2021,28_09_2021,22_10_2021,1.79,0.59,3.64
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Fast food,DQQ29,Percentage,2021,28_09_2021,22_10_2021,2.23,0.84,4.27
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Fast food,DQQ29,Percentage,2021,28_09_2021,22_10_2021,5.21,2.08,9.65
Upper middle,Europe and Central Asia,Turkey,TUR,All,Fish or seafood,DQQ20,Percentage,2021,28_09_2021,22_10_2021,9.79,7.69,12.12
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Fish or seafood,DQQ20,Percentage,2021,28_09_2021,22_10_2021,9.1,4,16.01
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Fish or seafood,DQQ20,Percentage,2021,28_09_2021,22_10_2021,4.8,2.17,8.38
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Fish or seafood,DQQ20,Percentage,2021,28_09_2021,22_10_2021,8.17,4.25,13.22
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Fish or seafood,DQQ20,Percentage,2021,28_09_2021,22_10_2021,13.44,8.18,19.76
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Fish or seafood,DQQ20,Percentage,2021,28_09_2021,22_10_2021,13.46,9.07,18.55
Upper middle,Europe and Central Asia,Turkey,TUR,All,Foods made from grains,DQQ1,Percentage,2021,28_09_2021,22_10_2021,83.88,80.87,86.69
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Foods made from grains,DQQ1,Percentage,2021,28_09_2021,22_10_2021,84.06,76.86,90.14
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Foods made from grains,DQQ1,Percentage,2021,28_09_2021,22_10_2021,84.5,77.04,90.71
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Foods made from grains,DQQ1,Percentage,2021,28_09_2021,22_10_2021,82.76,75.39,89.04
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Foods made from grains,DQQ1,Percentage,2021,28_09_2021,22_10_2021,85.09,77.99,91.01
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Foods made from grains,DQQ1,Percentage,2021,28_09_2021,22_10_2021,83.01,76.9,88.35
Upper middle,Europe and Central Asia,Turkey,TUR,All,Fruit juice and fruit drinks,DQQ27,Percentage,2021,28_09_2021,22_10_2021,18.43,15.56,21.49
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,28_09_2021,22_10_2021,22.91,15.46,31.35
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,28_09_2021,22_10_2021,13.22,7.53,20.19
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,28_09_2021,22_10_2021,16.5,10.68,23.29
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,28_09_2021,22_10_2021,22.31,15.8,29.58
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,28_09_2021,22_10_2021,17.32,12.15,23.18
Upper middle,Europe and Central Asia,Turkey,TUR,All,Instant noodles,DQQ23,Percentage,2021,28_09_2021,22_10_2021,5.56,3.92,7.48
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Instant noodles,DQQ23,Percentage,2021,28_09_2021,22_10_2021,9.15,4.27,15.63
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Instant noodles,DQQ23,Percentage,2021,28_09_2021,22_10_2021,5.77,2.07,11.17
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Instant noodles,DQQ23,Percentage,2021,28_09_2021,22_10_2021,2.83,0.95,5.66
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Instant noodles,DQQ23,Percentage,2021,28_09_2021,22_10_2021,4.83,2.11,8.57
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Instant noodles,DQQ23,Percentage,2021,28_09_2021,22_10_2021,5.27,2.5,8.99
Upper middle,Europe and Central Asia,Turkey,TUR,All,MDD-W,NA,Percentage,2021,28_09_2021,22_10_2021,76.38,70.62,81.69
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,MDD-W,NA,Percentage,2021,28_09_2021,22_10_2021,70.99,58.34,82.16
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,MDD-W,NA,Percentage,2021,28_09_2021,22_10_2021,71.92,58.51,83.59
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,MDD-W,NA,Percentage,2021,28_09_2021,22_10_2021,79.67,67.1,89.82
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,MDD-W,NA,Percentage,2021,28_09_2021,22_10_2021,86.41,74.03,95.22
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,MDD-W,NA,Percentage,2021,28_09_2021,22_10_2021,75.91,59.53,89.09
Upper middle,Europe and Central Asia,Turkey,TUR,All,"Meat, poultry, or fish",NA,Percentage,2021,28_09_2021,22_10_2021,61.25,57.43,65.01
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,"Meat, poultry, or fish",NA,Percentage,2021,28_09_2021,22_10_2021,45.55,36.3,54.95
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,"Meat, poultry, or fish",NA,Percentage,2021,28_09_2021,22_10_2021,55.38,46.22,64.37
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,"Meat, poultry, or fish",NA,Percentage,2021,28_09_2021,22_10_2021,58.98,50.21,67.48
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,"Meat, poultry, or fish",NA,Percentage,2021,28_09_2021,22_10_2021,70.64,62.56,78.12
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,"Meat, poultry, or fish",NA,Percentage,2021,28_09_2021,22_10_2021,75.61,68.76,81.86
Upper middle,Europe and Central Asia,Turkey,TUR,All,Milk,DQQ25,Percentage,2021,28_09_2021,22_10_2021,22.07,19.03,25.28
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Milk,DQQ25,Percentage,2021,28_09_2021,22_10_2021,22.23,14.94,30.51
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Milk,DQQ25,Percentage,2021,28_09_2021,22_10_2021,16.91,11.11,23.64
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Milk,DQQ25,Percentage,2021,28_09_2021,22_10_2021,23.63,16.85,31.16
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Milk,DQQ25,Percentage,2021,28_09_2021,22_10_2021,24.52,17.65,32.11
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Milk,DQQ25,Percentage,2021,28_09_2021,22_10_2021,23.1,17.04,29.78
Upper middle,Europe and Central Asia,Turkey,TUR,All,Nuts or seeds,DQQ21,Percentage,2021,28_09_2021,22_10_2021,42.07,38.29,45.9
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Nuts or seeds,DQQ21,Percentage,2021,28_09_2021,22_10_2021,35.82,26.76,45.42
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Nuts or seeds,DQQ21,Percentage,2021,28_09_2021,22_10_2021,33.09,24.77,41.98
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Nuts or seeds,DQQ21,Percentage,2021,28_09_2021,22_10_2021,40.62,32.29,49.24
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Nuts or seeds,DQQ21,Percentage,2021,28_09_2021,22_10_2021,44.82,36.36,53.43
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Nuts or seeds,DQQ21,Percentage,2021,28_09_2021,22_10_2021,55.91,48.23,63.45
Upper middle,Europe and Central Asia,Turkey,TUR,All,Other fruits,DQQ10,Percentage,2021,28_09_2021,22_10_2021,63.38,59.65,67.03
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Other fruits,DQQ10,Percentage,2021,28_09_2021,22_10_2021,60.02,50.92,68.79
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Other fruits,DQQ10,Percentage,2021,28_09_2021,22_10_2021,59.78,50.84,68.41
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Other fruits,DQQ10,Percentage,2021,28_09_2021,22_10_2021,61.31,52.8,69.48
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Other fruits,DQQ10,Percentage,2021,28_09_2021,22_10_2021,68.16,60.13,75.69
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Other fruits,DQQ10,Percentage,2021,28_09_2021,22_10_2021,67.63,60.12,74.71
Upper middle,Europe and Central Asia,Turkey,TUR,All,Other sweets,DQQ12,Percentage,2021,28_09_2021,22_10_2021,27.34,24.07,30.75
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Other sweets,DQQ12,Percentage,2021,28_09_2021,22_10_2021,23.8,16.31,32.21
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Other sweets,DQQ12,Percentage,2021,28_09_2021,22_10_2021,20.78,14.41,27.98
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Other sweets,DQQ12,Percentage,2021,28_09_2021,22_10_2021,23.83,17.15,31.22
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Other sweets,DQQ12,Percentage,2021,28_09_2021,22_10_2021,32.02,24.42,40.14
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Other sweets,DQQ12,Percentage,2021,28_09_2021,22_10_2021,36.3,29.07,43.85
Upper middle,Europe and Central Asia,Turkey,TUR,All,Other vegetables,DQQ7,Percentage,2021,28_09_2021,22_10_2021,84.35,81.43,87.06
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Other vegetables,DQQ7,Percentage,2021,28_09_2021,22_10_2021,83.09,75.96,89.19
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Other vegetables,DQQ7,Percentage,2021,28_09_2021,22_10_2021,85.24,78.25,91.07
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Other vegetables,DQQ7,Percentage,2021,28_09_2021,22_10_2021,85.41,78.49,91.17
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Other vegetables,DQQ7,Percentage,2021,28_09_2021,22_10_2021,85.51,78.85,91.09
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Other vegetables,DQQ7,Percentage,2021,28_09_2021,22_10_2021,82.49,76.06,88.09
Upper middle,Europe and Central Asia,Turkey,TUR,All,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,28_09_2021,22_10_2021,11.58,9.27,14.11
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,28_09_2021,22_10_2021,17.03,10.52,24.73
Upper middle,Europe and Central Asia,Turkey,TUR,Second 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,28_09_2021,22_10_2021,6.9,2.89,12.46
Upper middle,Europe and Central Asia,Turkey,TUR,Middle 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,28_09_2021,22_10_2021,9.82,5.72,14.88
Upper middle,Europe and Central Asia,Turkey,TUR,Fourth 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,28_09_2021,22_10_2021,12.57,7.68,18.47
Upper middle,Europe and Central Asia,Turkey,TUR,Richest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,28_09_2021,22_10_2021,11.62,7.37,16.68
Upper middle,Europe and Central Asia,Turkey,TUR,All,Poultry,DQQ19,Percentage,2021,28_09_2021,22_10_2021,30.86,27.35,34.48
Upper middle,Europe and Central Asia,Turkey,TUR,Poorest 20%,Poultry,DQQ19,Percentage,2021,28_09_2021,22_10_2021,17.81,11.52,25.13
