World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI,Difference,Diff_LCI,Diff_UCI,Diff_p
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,03_09_2021,19_10_2021,54.6,48.89,60.25,-5.03,NA,NA,0.32
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,03_09_2021,19_10_2021,59.63,51.19,67.79,-5.03,NA,NA,0.32
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,Vitamin A-rich fruits,DQQ8,Percentage,2021,03_09_2021,19_10_2021,21.63,18.37,25.08,NA,NA,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Male,Vitamin A-rich fruits,DQQ8,Percentage,2021,03_09_2021,19_10_2021,18.43,14.4,22.83,-6.04,NA,NA,0.05
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Female,Vitamin A-rich fruits,DQQ8,Percentage,2021,03_09_2021,19_10_2021,24.47,19.97,29.27,-6.04,-6.04,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,Vitamin A-rich fruits,DQQ8,Percentage,2021,03_09_2021,19_10_2021,21.99,17.97,26.3,1.02,NA,NA,0.78
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,Vitamin A-rich fruits,DQQ8,Percentage,2021,03_09_2021,19_10_2021,20.97,15.5,27.03,1.02,NA,NA,0.78
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,03_09_2021,19_10_2021,68.01,63.38,72.47,NA,NA,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Male,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,03_09_2021,19_10_2021,65.89,59.92,71.62,-4.01,NA,NA,0.26
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Female,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,03_09_2021,19_10_2021,69.9,64.01,75.47,-4.01,-4.01,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,03_09_2021,19_10_2021,67.06,60.85,72.98,-2.65,NA,NA,0.6
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,03_09_2021,19_10_2021,69.71,61.26,77.54,-2.65,NA,NA,0.6
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,White roots or tubers,DQQ3,Percentage,2021,03_09_2021,19_10_2021,77.15,73.33,80.75,NA,NA,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Male,White roots or tubers,DQQ3,Percentage,2021,03_09_2021,19_10_2021,76.8,71.48,81.73,-0.66,NA,NA,0.82
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Female,White roots or tubers,DQQ3,Percentage,2021,03_09_2021,19_10_2021,77.46,73.07,81.56,-0.66,-0.66,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,White roots or tubers,DQQ3,Percentage,2021,03_09_2021,19_10_2021,73.66,68.48,78.54,-9.73,NA,NA,0.01
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,White roots or tubers,DQQ3,Percentage,2021,03_09_2021,19_10_2021,83.39,78.44,87.8,-9.73,NA,NA,0.01
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,Whole grains,DQQ2,Percentage,2021,03_09_2021,19_10_2021,42.71,38.72,46.75,NA,NA,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Male,Whole grains,DQQ2,Percentage,2021,03_09_2021,19_10_2021,39.64,34.62,44.78,-5.79,NA,NA,0.1
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Female,Whole grains,DQQ2,Percentage,2021,03_09_2021,19_10_2021,45.43,40.09,50.83,-5.79,-5.79,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,Whole grains,DQQ2,Percentage,2021,03_09_2021,19_10_2021,42.37,37.6,47.21,-0.96,NA,NA,0.85
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,Whole grains,DQQ2,Percentage,2021,03_09_2021,19_10_2021,43.33,35.1,51.74,-0.96,NA,NA,0.85
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,Yogurt,DQQ15,Percentage,2021,03_09_2021,19_10_2021,44.6,40.09,49.16,NA,NA,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Male,Yogurt,DQQ15,Percentage,2021,03_09_2021,19_10_2021,44.29,37.76,50.93,-0.59,NA,NA,0.89
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Female,Yogurt,DQQ15,Percentage,2021,03_09_2021,19_10_2021,44.88,38.88,50.96,-0.59,-0.59,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,Yogurt,DQQ15,Percentage,2021,03_09_2021,19_10_2021,40.13,35.28,45.09,-12.44,NA,NA,0.04
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,Yogurt,DQQ15,Percentage,2021,03_09_2021,19_10_2021,52.58,41.94,63.1,-12.44,NA,NA,0.04
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,Zero vegetable or fruit consumption,NA,Percentage,2021,03_09_2021,19_10_2021,3.75,2.37,5.44,NA,NA,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Male,Zero vegetable or fruit consumption,NA,Percentage,2021,03_09_2021,19_10_2021,5.36,2.93,8.46,3.04,NA,NA,0.03
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Female,Zero vegetable or fruit consumption,NA,Percentage,2021,03_09_2021,19_10_2021,2.32,1.12,3.93,3.04,3.04,NA,NA
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Urban,Zero vegetable or fruit consumption,NA,Percentage,2021,03_09_2021,19_10_2021,3.94,2.25,6.09,0.53,NA,NA,0.76
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Rural,Zero vegetable or fruit consumption,NA,Percentage,2021,03_09_2021,19_10_2021,3.41,1.11,6.9,0.53,NA,NA,0.76
Lower middle,Americas,Bolivia,BOL,All,All-5,NA,Percentage,2021,11_08_2021,06_09_2021,48.4,44,52.82,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,All-5,NA,Percentage,2021,11_08_2021,06_09_2021,51.34,45.15,57.51,6.01,NA,NA,0.18
Lower middle,Americas,Bolivia,BOL,Female,All-5,NA,Percentage,2021,11_08_2021,06_09_2021,45.34,39.04,51.71,6.01,6.01,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,All-5,NA,Percentage,2021,11_08_2021,06_09_2021,46.61,41.34,51.92,-4.08,NA,NA,0.38
Lower middle,Americas,Bolivia,BOL,Rural,All-5,NA,Percentage,2021,11_08_2021,06_09_2021,50.69,43.25,58.11,-4.08,NA,NA,0.38
Lower middle,Americas,Bolivia,BOL,All,At least one vegetable,NA,Percentage,2021,11_08_2021,06_09_2021,92.33,89.84,94.49,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,At least one vegetable,NA,Percentage,2021,11_08_2021,06_09_2021,92.05,88.18,95.21,-0.57,NA,NA,0.81
Lower middle,Americas,Bolivia,BOL,Female,At least one vegetable,NA,Percentage,2021,11_08_2021,06_09_2021,92.62,89.32,95.35,-0.57,-0.57,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,At least one vegetable,NA,Percentage,2021,11_08_2021,06_09_2021,92.42,89.51,94.89,0.25,NA,NA,0.92
Lower middle,Americas,Bolivia,BOL,Rural,At least one vegetable,NA,Percentage,2021,11_08_2021,06_09_2021,92.17,87.66,95.73,0.25,NA,NA,0.92
Lower middle,Americas,Bolivia,BOL,All,At least one fruit,NA,Percentage,2021,11_08_2021,06_09_2021,79.99,76.14,83.58,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,At least one fruit,NA,Percentage,2021,11_08_2021,06_09_2021,82.12,76.93,86.78,4.34,NA,NA,0.25
Lower middle,Americas,Bolivia,BOL,Female,At least one fruit,NA,Percentage,2021,11_08_2021,06_09_2021,77.78,72,83.06,4.34,4.34,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,At least one fruit,NA,Percentage,2021,11_08_2021,06_09_2021,79.44,74.41,84.05,-1.17,NA,NA,0.76
Lower middle,Americas,Bolivia,BOL,Rural,At least one fruit,NA,Percentage,2021,11_08_2021,06_09_2021,80.61,74.49,86.06,-1.17,NA,NA,0.76
Lower middle,Americas,Bolivia,BOL,All,"At least one pulse, nut, or seed",NA,Percentage,2021,11_08_2021,06_09_2021,61.06,56.78,65.26,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,"At least one pulse, nut, or seed",NA,Percentage,2021,11_08_2021,06_09_2021,60.64,54.46,66.66,-0.85,NA,NA,0.84
Lower middle,Americas,Bolivia,BOL,Female,"At least one pulse, nut, or seed",NA,Percentage,2021,11_08_2021,06_09_2021,61.49,55.53,67.29,-0.85,-0.85,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,"At least one pulse, nut, or seed",NA,Percentage,2021,11_08_2021,06_09_2021,59.23,53.99,64.37,-4.23,NA,NA,0.35
Lower middle,Americas,Bolivia,BOL,Rural,"At least one pulse, nut, or seed",NA,Percentage,2021,11_08_2021,06_09_2021,63.46,56.27,70.37,-4.23,NA,NA,0.35
Lower middle,Americas,Bolivia,BOL,All,At least one animal-source food,NA,Percentage,2021,11_08_2021,06_09_2021,96.53,94.35,98.2,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,At least one animal-source food,NA,Percentage,2021,11_08_2021,06_09_2021,96.92,94.65,98.57,0.78,NA,NA,0.68
Lower middle,Americas,Bolivia,BOL,Female,At least one animal-source food,NA,Percentage,2021,11_08_2021,06_09_2021,96.14,92.08,98.78,0.78,0.78,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,At least one animal-source food,NA,Percentage,2021,11_08_2021,06_09_2021,96.15,93.16,98.31,-0.87,NA,NA,0.67
Lower middle,Americas,Bolivia,BOL,Rural,At least one animal-source food,NA,Percentage,2021,11_08_2021,06_09_2021,97.02,93.48,99.21,-0.87,NA,NA,0.67
Lower middle,Americas,Bolivia,BOL,All,At least one starchy staple food,NA,Percentage,2021,11_08_2021,06_09_2021,96.54,94.04,98.39,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,At least one starchy staple food,NA,Percentage,2021,11_08_2021,06_09_2021,95.05,90.79,98.04,-3.05,NA,NA,0.17
Lower middle,Americas,Bolivia,BOL,Female,At least one starchy staple food,NA,Percentage,2021,11_08_2021,06_09_2021,98.1,95.13,99.71,-3.05,-3.05,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,At least one starchy staple food,NA,Percentage,2021,11_08_2021,06_09_2021,97.54,95.31,99.07,2.31,NA,NA,0.27
Lower middle,Americas,Bolivia,BOL,Rural,At least one starchy staple food,NA,Percentage,2021,11_08_2021,06_09_2021,95.23,89.94,98.62,2.31,NA,NA,0.27
Lower middle,Americas,Bolivia,BOL,All,Baked or grain-based sweets,DQQ11,Percentage,2021,11_08_2021,06_09_2021,35.86,31.79,40.04,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Baked or grain-based sweets,DQQ11,Percentage,2021,11_08_2021,06_09_2021,39.33,33.49,45.32,7.08,NA,NA,0.09
Lower middle,Americas,Bolivia,BOL,Female,Baked or grain-based sweets,DQQ11,Percentage,2021,11_08_2021,06_09_2021,32.25,26.69,38.08,7.08,7.08,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Baked or grain-based sweets,DQQ11,Percentage,2021,11_08_2021,06_09_2021,39.43,34.28,44.7,8.02,NA,NA,0.06
Lower middle,Americas,Bolivia,BOL,Rural,Baked or grain-based sweets,DQQ11,Percentage,2021,11_08_2021,06_09_2021,31.41,25.1,38.09,8.02,NA,NA,0.06
Lower middle,Americas,Bolivia,BOL,All,Cheese,DQQ14,Percentage,2021,11_08_2021,06_09_2021,37.39,33.21,41.66,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Cheese,DQQ14,Percentage,2021,11_08_2021,06_09_2021,40.63,34.7,46.69,6.62,NA,NA,0.13
Lower middle,Americas,Bolivia,BOL,Female,Cheese,DQQ14,Percentage,2021,11_08_2021,06_09_2021,34.01,28.2,40.08,6.62,6.62,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Cheese,DQQ14,Percentage,2021,11_08_2021,06_09_2021,38.27,33.25,43.42,2.18,NA,NA,0.63
Lower middle,Americas,Bolivia,BOL,Rural,Cheese,DQQ14,Percentage,2021,11_08_2021,06_09_2021,36.09,29.08,43.41,2.18,NA,NA,0.63
Lower middle,Americas,Bolivia,BOL,All,Citrus,DQQ9,Percentage,2021,11_08_2021,06_09_2021,58.66,54.31,62.95,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Citrus,DQQ9,Percentage,2021,11_08_2021,06_09_2021,59.2,53.03,65.22,1.1,NA,NA,0.8
Lower middle,Americas,Bolivia,BOL,Female,Citrus,DQQ9,Percentage,2021,11_08_2021,06_09_2021,58.1,51.91,64.17,1.1,1.1,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Citrus,DQQ9,Percentage,2021,11_08_2021,06_09_2021,56.24,50.93,61.47,-5.37,NA,NA,0.24
Lower middle,Americas,Bolivia,BOL,Rural,Citrus,DQQ9,Percentage,2021,11_08_2021,06_09_2021,61.6,54.28,68.67,-5.37,NA,NA,0.24
Lower middle,Americas,Bolivia,BOL,All,Dairy,NA,Percentage,2021,11_08_2021,06_09_2021,62.74,58.29,67.09,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Dairy,NA,Percentage,2021,11_08_2021,06_09_2021,64.58,58.21,70.69,3.74,NA,NA,0.41
Lower middle,Americas,Bolivia,BOL,Female,Dairy,NA,Percentage,2021,11_08_2021,06_09_2021,60.84,54.48,67.02,3.74,3.74,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Dairy,NA,Percentage,2021,11_08_2021,06_09_2021,61.96,56.54,67.24,-1.78,NA,NA,0.7
Lower middle,Americas,Bolivia,BOL,Rural,Dairy,NA,Percentage,2021,11_08_2021,06_09_2021,63.74,56.21,70.94,-1.78,NA,NA,0.7
Lower middle,Americas,Bolivia,BOL,All,Dark green leafy vegetables,DQQ6,Percentage,2021,11_08_2021,06_09_2021,46.04,41.67,50.45,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Dark green leafy vegetables,DQQ6,Percentage,2021,11_08_2021,06_09_2021,42.42,36.55,48.4,-7.45,NA,NA,0.09
Lower middle,Americas,Bolivia,BOL,Female,Dark green leafy vegetables,DQQ6,Percentage,2021,11_08_2021,06_09_2021,49.87,43.55,56.19,-7.45,-7.45,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Dark green leafy vegetables,DQQ6,Percentage,2021,11_08_2021,06_09_2021,46.9,41.57,52.26,2.26,NA,NA,0.63
Lower middle,Americas,Bolivia,BOL,Rural,Dark green leafy vegetables,DQQ6,Percentage,2021,11_08_2021,06_09_2021,44.64,37.39,52.01,2.26,NA,NA,0.63
Lower middle,Americas,Bolivia,BOL,All,Deep fried foods,DQQ24,Percentage,2021,11_08_2021,06_09_2021,27.94,24.1,31.96,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Deep fried foods,DQQ24,Percentage,2021,11_08_2021,06_09_2021,33.61,27.87,39.62,11.57,NA,NA,0
Lower middle,Americas,Bolivia,BOL,Female,Deep fried foods,DQQ24,Percentage,2021,11_08_2021,06_09_2021,22.04,17.19,27.31,11.57,11.57,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Deep fried foods,DQQ24,Percentage,2021,11_08_2021,06_09_2021,27.6,22.91,32.54,-0.72,NA,NA,0.86
Lower middle,Americas,Bolivia,BOL,Rural,Deep fried foods,DQQ24,Percentage,2021,11_08_2021,06_09_2021,28.32,22,35.09,-0.72,NA,NA,0.86
Lower middle,Americas,Bolivia,BOL,All,Eggs,DQQ13,Percentage,2021,11_08_2021,06_09_2021,55.87,51.46,60.24,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Eggs,DQQ13,Percentage,2021,11_08_2021,06_09_2021,55.61,49.45,61.68,-0.54,NA,NA,0.9
Lower middle,Americas,Bolivia,BOL,Female,Eggs,DQQ13,Percentage,2021,11_08_2021,06_09_2021,56.15,49.78,62.42,-0.54,-0.54,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Eggs,DQQ13,Percentage,2021,11_08_2021,06_09_2021,52.62,47.26,57.95,-7.47,NA,NA,0.11
Lower middle,Americas,Bolivia,BOL,Rural,Eggs,DQQ13,Percentage,2021,11_08_2021,06_09_2021,60.09,52.71,67.25,-7.47,NA,NA,0.11
Lower middle,Americas,Bolivia,BOL,All,Fast food,DQQ29,Percentage,2021,11_08_2021,06_09_2021,2.6,1.5,3.99,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Fast food,DQQ29,Percentage,2021,11_08_2021,06_09_2021,4.06,2.16,6.53,2.98,NA,NA,0.02
Lower middle,Americas,Bolivia,BOL,Female,Fast food,DQQ29,Percentage,2021,11_08_2021,06_09_2021,1.08,0.25,2.49,2.98,2.98,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Fast food,DQQ29,Percentage,2021,11_08_2021,06_09_2021,3.45,1.8,5.61,1.93,NA,NA,0.13
Lower middle,Americas,Bolivia,BOL,Rural,Fast food,DQQ29,Percentage,2021,11_08_2021,06_09_2021,1.51,0.42,3.28,1.93,NA,NA,0.13
Lower middle,Americas,Bolivia,BOL,All,Fish or seafood,DQQ20,Percentage,2021,11_08_2021,06_09_2021,14.8,11.86,17.99,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Fish or seafood,DQQ20,Percentage,2021,11_08_2021,06_09_2021,15.9,11.61,20.71,2.25,NA,NA,0.47
Lower middle,Americas,Bolivia,BOL,Female,Fish or seafood,DQQ20,Percentage,2021,11_08_2021,06_09_2021,13.65,9.85,17.97,2.25,2.25,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Fish or seafood,DQQ20,Percentage,2021,11_08_2021,06_09_2021,14.08,10.77,17.76,-1.54,NA,NA,0.63
Lower middle,Americas,Bolivia,BOL,Rural,Fish or seafood,DQQ20,Percentage,2021,11_08_2021,06_09_2021,15.62,10.6,21.42,-1.54,NA,NA,0.63
Lower middle,Americas,Bolivia,BOL,All,Foods made from grains,DQQ1,Percentage,2021,11_08_2021,06_09_2021,83.92,80.04,87.45,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Foods made from grains,DQQ1,Percentage,2021,11_08_2021,06_09_2021,83.57,77.8,88.63,-0.71,NA,NA,0.85
Lower middle,Americas,Bolivia,BOL,Female,Foods made from grains,DQQ1,Percentage,2021,11_08_2021,06_09_2021,84.28,78.9,89,-0.71,-0.71,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Foods made from grains,DQQ1,Percentage,2021,11_08_2021,06_09_2021,87.14,83.26,90.57,7.31,NA,NA,0.05
Lower middle,Americas,Bolivia,BOL,Rural,Foods made from grains,DQQ1,Percentage,2021,11_08_2021,06_09_2021,79.83,72.44,86.32,7.31,NA,NA,0.05
Lower middle,Americas,Bolivia,BOL,All,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_08_2021,06_09_2021,41.42,37.21,45.69,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_08_2021,06_09_2021,47.6,41.47,53.75,12.6,NA,NA,0
Lower middle,Americas,Bolivia,BOL,Female,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_08_2021,06_09_2021,35,29.55,40.65,12.6,12.6,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_08_2021,06_09_2021,44.91,39.73,50.14,8.11,NA,NA,0.07
Lower middle,Americas,Bolivia,BOL,Rural,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_08_2021,06_09_2021,36.8,29.93,43.95,8.11,NA,NA,0.07
Lower middle,Americas,Bolivia,BOL,All,Instant noodles,DQQ23,Percentage,2021,11_08_2021,06_09_2021,8.71,6.14,11.68,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Instant noodles,DQQ23,Percentage,2021,11_08_2021,06_09_2021,11.13,7.15,15.87,4.94,NA,NA,0.08
Lower middle,Americas,Bolivia,BOL,Female,Instant noodles,DQQ23,Percentage,2021,11_08_2021,06_09_2021,6.19,3.32,9.88,4.94,4.94,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Instant noodles,DQQ23,Percentage,2021,11_08_2021,06_09_2021,7.07,4.32,10.42,-3.83,NA,NA,0.18
Lower middle,Americas,Bolivia,BOL,Rural,Instant noodles,DQQ23,Percentage,2021,11_08_2021,06_09_2021,10.9,6.41,16.39,-3.83,NA,NA,0.18
Lower middle,Americas,Bolivia,BOL,All,MDD-W,NA,Percentage,2021,11_08_2021,06_09_2021,87.14,82.73,90.99,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,MDD-W,NA,Percentage,2021,11_08_2021,06_09_2021,NA,NA,NA,-87.14,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Female,MDD-W,NA,Percentage,2021,11_08_2021,06_09_2021,87.14,82.72,91,-87.14,-87.14,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,MDD-W,NA,Percentage,2021,11_08_2021,06_09_2021,87.11,81.59,91.77,-0.08,NA,NA,0.99
Lower middle,Americas,Bolivia,BOL,Rural,MDD-W,NA,Percentage,2021,11_08_2021,06_09_2021,87.19,79.75,93.12,-0.08,NA,NA,0.99
Lower middle,Americas,Bolivia,BOL,All,"Meat, poultry, or fish",NA,Percentage,2021,11_08_2021,06_09_2021,87.92,84.5,90.96,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,"Meat, poultry, or fish",NA,Percentage,2021,11_08_2021,06_09_2021,89.28,84.79,93.07,2.79,NA,NA,0.4
Lower middle,Americas,Bolivia,BOL,Female,"Meat, poultry, or fish",NA,Percentage,2021,11_08_2021,06_09_2021,86.49,81.11,91.09,2.79,2.79,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,"Meat, poultry, or fish",NA,Percentage,2021,11_08_2021,06_09_2021,89.19,85.53,92.38,3,NA,NA,0.37
Lower middle,Americas,Bolivia,BOL,Rural,"Meat, poultry, or fish",NA,Percentage,2021,11_08_2021,06_09_2021,86.2,79.7,91.6,3,NA,NA,0.37
Lower middle,Americas,Bolivia,BOL,All,Milk,DQQ25,Percentage,2021,11_08_2021,06_09_2021,38.38,34.23,42.61,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Milk,DQQ25,Percentage,2021,11_08_2021,06_09_2021,37.53,31.82,43.43,-1.72,NA,NA,0.69
Lower middle,Americas,Bolivia,BOL,Female,Milk,DQQ25,Percentage,2021,11_08_2021,06_09_2021,39.26,33.25,45.43,-1.72,-1.72,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Milk,DQQ25,Percentage,2021,11_08_2021,06_09_2021,37.63,32.75,42.65,-1.91,NA,NA,0.67
Lower middle,Americas,Bolivia,BOL,Rural,Milk,DQQ25,Percentage,2021,11_08_2021,06_09_2021,39.54,32.48,46.83,-1.91,NA,NA,0.67
Lower middle,Americas,Bolivia,BOL,All,Nuts or seeds,DQQ21,Percentage,2021,11_08_2021,06_09_2021,20.5,16.84,24.42,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Nuts or seeds,DQQ21,Percentage,2021,11_08_2021,06_09_2021,20.38,15.35,25.92,-0.24,NA,NA,0.95
Lower middle,Americas,Bolivia,BOL,Female,Nuts or seeds,DQQ21,Percentage,2021,11_08_2021,06_09_2021,20.62,15.44,26.34,-0.24,-0.24,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Nuts or seeds,DQQ21,Percentage,2021,11_08_2021,06_09_2021,20.69,16.26,25.5,0.45,NA,NA,0.91
Lower middle,Americas,Bolivia,BOL,Rural,Nuts or seeds,DQQ21,Percentage,2021,11_08_2021,06_09_2021,20.23,14.25,26.97,0.45,NA,NA,0.91
Lower middle,Americas,Bolivia,BOL,All,Other fruits,DQQ10,Percentage,2021,11_08_2021,06_09_2021,61.87,57.48,66.17,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Other fruits,DQQ10,Percentage,2021,11_08_2021,06_09_2021,63.52,57.29,69.52,3.36,NA,NA,0.45
Lower middle,Americas,Bolivia,BOL,Female,Other fruits,DQQ10,Percentage,2021,11_08_2021,06_09_2021,60.16,53.91,66.25,3.36,3.36,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Other fruits,DQQ10,Percentage,2021,11_08_2021,06_09_2021,63.01,57.75,68.12,2.59,NA,NA,0.57
Lower middle,Americas,Bolivia,BOL,Rural,Other fruits,DQQ10,Percentage,2021,11_08_2021,06_09_2021,60.42,52.94,67.66,2.59,NA,NA,0.57
Lower middle,Americas,Bolivia,BOL,All,Other sweets,DQQ12,Percentage,2021,11_08_2021,06_09_2021,32.7,28.83,36.7,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Other sweets,DQQ12,Percentage,2021,11_08_2021,06_09_2021,34.59,29.11,40.29,3.87,NA,NA,0.34
Lower middle,Americas,Bolivia,BOL,Female,Other sweets,DQQ12,Percentage,2021,11_08_2021,06_09_2021,30.73,25.3,36.44,3.87,3.87,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Other sweets,DQQ12,Percentage,2021,11_08_2021,06_09_2021,34.82,30.01,39.79,4.93,NA,NA,0.24
Lower middle,Americas,Bolivia,BOL,Rural,Other sweets,DQQ12,Percentage,2021,11_08_2021,06_09_2021,29.89,23.67,36.5,4.93,NA,NA,0.24
Lower middle,Americas,Bolivia,BOL,All,Other vegetables,DQQ7,Percentage,2021,11_08_2021,06_09_2021,82.03,78.5,85.31,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Other vegetables,DQQ7,Percentage,2021,11_08_2021,06_09_2021,83.69,79.01,87.88,3.38,NA,NA,0.33
Lower middle,Americas,Bolivia,BOL,Female,Other vegetables,DQQ7,Percentage,2021,11_08_2021,06_09_2021,80.3,74.9,85.2,3.38,3.38,NA,NA
Lower middle,Americas,Bolivia,BOL,Urban,Other vegetables,DQQ7,Percentage,2021,11_08_2021,06_09_2021,83.12,78.93,86.93,2.59,NA,NA,0.47
Lower middle,Americas,Bolivia,BOL,Rural,Other vegetables,DQQ7,Percentage,2021,11_08_2021,06_09_2021,80.53,74.33,86.05,2.59,NA,NA,0.47
Lower middle,Americas,Bolivia,BOL,All,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_08_2021,06_09_2021,13.03,10.04,16.34,NA,NA,NA,NA
Lower middle,Americas,Bolivia,BOL,Male,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_08_2021,06_09_2021,13.4,9.34,18.06,0.75,NA,NA,0.82
Lower middle,Americas,Bolivia,BOL,Female,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_08_2021,06_09_2021,12.65,8.44,17.56,0.75,0.75,NA,NA
