World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ,Year,Mean_prevalence,Lower_95_CI,Upper_95_CI
High,Americas,Chile,CHL,Urban,Packaged ultra-processed salty snacks,DQQ22,2021,21.62,15.98,27.86
High,Americas,Chile,CHL,Rural,Packaged ultra-processed salty snacks,DQQ22,2021,19.2,11.28,28.64
High,Americas,Chile,CHL,All,Poultry,DQQ19,2021,45.87,40.76,51.03
High,Americas,Chile,CHL,Male,Poultry,DQQ19,2021,44.44,37.42,51.57
High,Americas,Chile,CHL,Female,Poultry,DQQ19,2021,47.15,41.2,53.14
High,Americas,Chile,CHL,Urban,Poultry,DQQ19,2021,49.21,43.07,55.36
High,Americas,Chile,CHL,Rural,Poultry,DQQ19,2021,39.44,30.04,49.25
High,Americas,Chile,CHL,All,Processed meats,DQQ16,2021,44.93,40.08,49.81
High,Americas,Chile,CHL,Male,Processed meats,DQQ16,2021,54.27,48.15,60.32
High,Americas,Chile,CHL,Female,Processed meats,DQQ16,2021,36.6,31.44,41.92
High,Americas,Chile,CHL,Urban,Processed meats,DQQ16,2021,44.89,38.74,51.12
High,Americas,Chile,CHL,Rural,Processed meats,DQQ16,2021,44.99,37.82,52.27
High,Americas,Chile,CHL,All,Pulses,DQQ4,2021,33.06,28.28,38.03
High,Americas,Chile,CHL,Male,Pulses,DQQ4,2021,34.96,28.43,41.77
High,Americas,Chile,CHL,Female,Pulses,DQQ4,2021,31.37,26.29,36.69
High,Americas,Chile,CHL,Urban,Pulses,DQQ4,2021,34.09,28.29,40.15
High,Americas,Chile,CHL,Rural,Pulses,DQQ4,2021,31.07,23.77,38.88
High,Americas,Chile,CHL,All,Salty or fried snacks,NA,2021,37.78,31.65,44.12
High,Americas,Chile,CHL,Male,Salty or fried snacks,NA,2021,44.47,36.37,52.73
High,Americas,Chile,CHL,Female,Salty or fried snacks,NA,2021,31.82,25.72,38.26
High,Americas,Chile,CHL,Urban,Salty or fried snacks,NA,2021,39.21,31.27,47.46
High,Americas,Chile,CHL,Rural,Salty or fried snacks,NA,2021,35.03,25.27,45.46
High,Americas,Chile,CHL,All,"Salty snacks, instant noodles, or fast food",NA,2021,29.69,23.43,36.36
High,Americas,Chile,CHL,Male,"Salty snacks, instant noodles, or fast food",NA,2021,33.89,25.18,43.18
High,Americas,Chile,CHL,Female,"Salty snacks, instant noodles, or fast food",NA,2021,25.95,20.43,31.87
High,Americas,Chile,CHL,Urban,"Salty snacks, instant noodles, or fast food",NA,2021,33.58,25.27,42.43
High,Americas,Chile,CHL,Rural,"Salty snacks, instant noodles, or fast food",NA,2021,22.2,13.77,31.97
High,Americas,Chile,CHL,All,Sugar-sweetened beverages,NA,2021,92.29,89.82,94.45
High,Americas,Chile,CHL,Male,Sugar-sweetened beverages,NA,2021,96.23,93.45,98.27
High,Americas,Chile,CHL,Female,Sugar-sweetened beverages,NA,2021,88.79,85.32,91.84
High,Americas,Chile,CHL,Urban,Sugar-sweetened beverages,NA,2021,92.18,89.35,94.61
High,Americas,Chile,CHL,Rural,Sugar-sweetened beverages,NA,2021,92.51,87.68,96.21
High,Americas,Chile,CHL,All,Sugar-sweetened soft drink consumption,DQQ28,2021,46.24,41.11,51.4
High,Americas,Chile,CHL,Male,Sugar-sweetened soft drink consumption,DQQ28,2021,54.06,47.44,60.62
High,Americas,Chile,CHL,Female,Sugar-sweetened soft drink consumption,DQQ28,2021,39.26,33.28,45.41
High,Americas,Chile,CHL,Urban,Sugar-sweetened soft drink consumption,DQQ28,2021,48.15,41.84,54.5
High,Americas,Chile,CHL,Rural,Sugar-sweetened soft drink consumption,DQQ28,2021,42.54,32.92,52.46
High,Americas,Chile,CHL,All,Sweet foods,NA,2021,58.99,54.09,63.81
High,Americas,Chile,CHL,Male,Sweet foods,NA,2021,62.04,54.73,69.09
High,Americas,Chile,CHL,Female,Sweet foods,NA,2021,56.27,50.8,61.67
High,Americas,Chile,CHL,Urban,Sweet foods,NA,2021,62.8,57.22,68.21
High,Americas,Chile,CHL,Rural,Sweet foods,NA,2021,51.66,42.71,60.55
High,Americas,Chile,CHL,All,"Sweet tea, coffee, or cocoa",DQQ26,2021,76.05,71.98,79.89
High,Americas,Chile,CHL,Male,"Sweet tea, coffee, or cocoa",DQQ26,2021,78.97,73.13,84.27
High,Americas,Chile,CHL,Female,"Sweet tea, coffee, or cocoa",DQQ26,2021,73.44,68.31,78.27
High,Americas,Chile,CHL,Urban,"Sweet tea, coffee, or cocoa",DQQ26,2021,72.25,66.99,77.22
High,Americas,Chile,CHL,Rural,"Sweet tea, coffee, or cocoa",DQQ26,2021,83.37,78.06,88.07
High,Americas,Chile,CHL,All,Unprocessed red meat,NA,2021,49.69,43.54,55.85
High,Americas,Chile,CHL,Male,Unprocessed red meat,NA,2021,54.26,46.12,62.29
High,Americas,Chile,CHL,Female,Unprocessed red meat,NA,2021,45.62,39.33,51.99
High,Americas,Chile,CHL,Urban,Unprocessed red meat,NA,2021,49.25,42.27,56.24
High,Americas,Chile,CHL,Rural,Unprocessed red meat,NA,2021,50.55,37.86,63.2
High,Americas,Chile,CHL,All,Unprocessed red meat (non-ruminants),DQQ18,2021,18.13,13.53,23.24
High,Americas,Chile,CHL,Male,Unprocessed red meat (non-ruminants),DQQ18,2021,22.14,15.66,29.4
High,Americas,Chile,CHL,Female,Unprocessed red meat (non-ruminants),DQQ18,2021,14.56,10.29,19.41
High,Americas,Chile,CHL,Urban,Unprocessed red meat (non-ruminants),DQQ18,2021,16.39,11.17,22.4
High,Americas,Chile,CHL,Rural,Unprocessed red meat (non-ruminants),DQQ18,2021,21.48,12.36,32.3
High,Americas,Chile,CHL,All,Unprocessed red meat (ruminants),DQQ17,2021,41.74,36.66,46.92
High,Americas,Chile,CHL,Male,Unprocessed red meat (ruminants),DQQ17,2021,45.68,38.36,53.09
High,Americas,Chile,CHL,Female,Unprocessed red meat (ruminants),DQQ17,2021,38.23,32.88,43.73
High,Americas,Chile,CHL,Urban,Unprocessed red meat (ruminants),DQQ17,2021,43.02,36.97,49.17
High,Americas,Chile,CHL,Rural,Unprocessed red meat (ruminants),DQQ17,2021,39.28,29.59,49.41
High,Americas,Chile,CHL,All,Vitamin A-rich fruits,DQQ8,2021,9.73,6.36,13.73
High,Americas,Chile,CHL,Male,Vitamin A-rich fruits,DQQ8,2021,9.7,5.36,15.16
High,Americas,Chile,CHL,Female,Vitamin A-rich fruits,DQQ8,2021,9.76,6.28,13.91
High,Americas,Chile,CHL,Urban,Vitamin A-rich fruits,DQQ8,2021,9.88,5.45,15.44
High,Americas,Chile,CHL,Rural,Vitamin A-rich fruits,DQQ8,2021,9.45,4.02,16.86
High,Americas,Chile,CHL,All,Vitamin A-rich orange vegetables,DQQ5,2021,70.77,66.94,74.46
High,Americas,Chile,CHL,Male,Vitamin A-rich orange vegetables,DQQ5,2021,69.77,63.49,75.71
High,Americas,Chile,CHL,Female,Vitamin A-rich orange vegetables,DQQ5,2021,71.66,66.79,76.29
High,Americas,Chile,CHL,Urban,Vitamin A-rich orange vegetables,DQQ5,2021,69.09,63.75,74.18
High,Americas,Chile,CHL,Rural,Vitamin A-rich orange vegetables,DQQ5,2021,74.03,68.11,79.54
High,Americas,Chile,CHL,All,White roots or tubers,DQQ3,2021,59.34,54.24,64.34
High,Americas,Chile,CHL,Male,White roots or tubers,DQQ3,2021,63.49,56.03,70.63
High,Americas,Chile,CHL,Female,White roots or tubers,DQQ3,2021,55.64,50.52,60.7
High,Americas,Chile,CHL,Urban,White roots or tubers,DQQ3,2021,56.6,50.61,62.5
High,Americas,Chile,CHL,Rural,White roots or tubers,DQQ3,2021,64.61,55.54,73.18
High,Americas,Chile,CHL,All,Whole grains,DQQ2,2021,35.23,30.37,40.23
High,Americas,Chile,CHL,Male,Whole grains,DQQ2,2021,30.37,23.95,37.2
High,Americas,Chile,CHL,Female,Whole grains,DQQ2,2021,39.55,34.6,44.61
High,Americas,Chile,CHL,Urban,Whole grains,DQQ2,2021,37.17,30.83,43.74
High,Americas,Chile,CHL,Rural,Whole grains,DQQ2,2021,31.47,23.93,39.54
High,Americas,Chile,CHL,All,Yogurt,DQQ15,2021,40.53,35.39,45.78
High,Americas,Chile,CHL,Male,Yogurt,DQQ15,2021,40.71,32.92,48.73
High,Americas,Chile,CHL,Female,Yogurt,DQQ15,2021,40.38,34.86,46.01
High,Americas,Chile,CHL,Urban,Yogurt,DQQ15,2021,42.39,35.99,48.91
High,Americas,Chile,CHL,Rural,Yogurt,DQQ15,2021,36.95,29.31,44.94
High,Americas,Chile,CHL,All,Zero vegetable or fruit consumption,NA,2021,3.41,2.2,4.87
High,Americas,Chile,CHL,Male,Zero vegetable or fruit consumption,NA,2021,4.6,2.46,7.37
High,Americas,Chile,CHL,Female,Zero vegetable or fruit consumption,NA,2021,2.34,1.45,3.43
High,Americas,Chile,CHL,Urban,Zero vegetable or fruit consumption,NA,2021,3.37,2,5.07
High,Americas,Chile,CHL,Rural,Zero vegetable or fruit consumption,NA,2021,3.48,1.3,6.66
Upper middle,Americas,Ecuador,ECU,All,All-5,NA,2021,44.27,40.26,48.32
Upper middle,Americas,Ecuador,ECU,Male,All-5,NA,2021,46.1,40.28,51.98
Upper middle,Americas,Ecuador,ECU,Female,All-5,NA,2021,42.43,36.94,48.02
Upper middle,Americas,Ecuador,ECU,Urban,All-5,NA,2021,46.73,40.5,53.01
Upper middle,Americas,Ecuador,ECU,Rural,All-5,NA,2021,42.71,37.57,47.93
Upper middle,Americas,Ecuador,ECU,All,At least one vegetable,NA,2021,83.48,80.09,86.61
Upper middle,Americas,Ecuador,ECU,Male,At least one vegetable,NA,2021,81.84,76.76,86.42
Upper middle,Americas,Ecuador,ECU,Female,At least one vegetable,NA,2021,85.11,80.39,89.28
Upper middle,Americas,Ecuador,ECU,Urban,At least one vegetable,NA,2021,84.26,79.28,88.66
Upper middle,Americas,Ecuador,ECU,Rural,At least one vegetable,NA,2021,82.98,78.41,87.12
Upper middle,Americas,Ecuador,ECU,All,At least one fruit,NA,2021,84.89,81.6,87.9
Upper middle,Americas,Ecuador,ECU,Male,At least one fruit,NA,2021,84.93,80.02,89.25
Upper middle,Americas,Ecuador,ECU,Female,At least one fruit,NA,2021,84.85,80.32,88.88
Upper middle,Americas,Ecuador,ECU,Urban,At least one fruit,NA,2021,90.03,86.05,93.4
Upper middle,Americas,Ecuador,ECU,Rural,At least one fruit,NA,2021,82.13,77.58,86.26
Upper middle,Americas,Ecuador,ECU,All,"At least one pulse, nut, or seed",NA,2021,55.29,51.25,59.28
Upper middle,Americas,Ecuador,ECU,Male,"At least one pulse, nut, or seed",NA,2021,56.47,50.67,62.19
Upper middle,Americas,Ecuador,ECU,Female,"At least one pulse, nut, or seed",NA,2021,54.1,48.51,59.63
Upper middle,Americas,Ecuador,ECU,Urban,"At least one pulse, nut, or seed",NA,2021,55.11,48.88,61.26
Upper middle,Americas,Ecuador,ECU,Rural,"At least one pulse, nut, or seed",NA,2021,55.18,49.93,60.36
Upper middle,Americas,Ecuador,ECU,All,At least one animal-source food,NA,2021,96.99,95.19,98.38
Upper middle,Americas,Ecuador,ECU,Male,At least one animal-source food,NA,2021,98.76,97.54,99.57
Upper middle,Americas,Ecuador,ECU,Female,At least one animal-source food,NA,2021,95.22,91.82,97.74
Upper middle,Americas,Ecuador,ECU,Urban,At least one animal-source food,NA,2021,98.03,96.19,99.28
Upper middle,Americas,Ecuador,ECU,Rural,At least one animal-source food,NA,2021,96.43,93.8,98.36
Upper middle,Americas,Ecuador,ECU,All,At least one starchy staple food,NA,2021,96.21,94.36,97.7
Upper middle,Americas,Ecuador,ECU,Male,At least one starchy staple food,NA,2021,96.29,93.63,98.25
Upper middle,Americas,Ecuador,ECU,Female,At least one starchy staple food,NA,2021,96.13,93.35,98.18
Upper middle,Americas,Ecuador,ECU,Urban,At least one starchy staple food,NA,2021,97.93,95.88,99.29
Upper middle,Americas,Ecuador,ECU,Rural,At least one starchy staple food,NA,2021,95.3,92.63,97.39
Upper middle,Americas,Ecuador,ECU,All,Baked or grain-based sweets,DQQ11,2021,20.77,17.7,24.02
Upper middle,Americas,Ecuador,ECU,Male,Baked or grain-based sweets,DQQ11,2021,23.88,19.25,28.84
Upper middle,Americas,Ecuador,ECU,Female,Baked or grain-based sweets,DQQ11,2021,17.66,13.81,21.88
Upper middle,Americas,Ecuador,ECU,Urban,Baked or grain-based sweets,DQQ11,2021,20.96,16.3,26.04
Upper middle,Americas,Ecuador,ECU,Rural,Baked or grain-based sweets,DQQ11,2021,20.87,16.91,25.13
Upper middle,Americas,Ecuador,ECU,All,Cheese,DQQ14,2021,54.97,50.91,58.99
Upper middle,Americas,Ecuador,ECU,Male,Cheese,DQQ14,2021,57.55,51.82,63.18
Upper middle,Americas,Ecuador,ECU,Female,Cheese,DQQ14,2021,52.39,46.75,57.99
Upper middle,Americas,Ecuador,ECU,Urban,Cheese,DQQ14,2021,62.52,56.25,68.57
Upper middle,Americas,Ecuador,ECU,Rural,Cheese,DQQ14,2021,51.46,46.23,56.68
Upper middle,Americas,Ecuador,ECU,All,Citrus,DQQ9,2021,59.22,55.16,63.21
Upper middle,Americas,Ecuador,ECU,Male,Citrus,DQQ9,2021,59.57,53.64,65.35
Upper middle,Americas,Ecuador,ECU,Female,Citrus,DQQ9,2021,58.87,53.26,64.37
Upper middle,Americas,Ecuador,ECU,Urban,Citrus,DQQ9,2021,62.07,56.01,67.95
Upper middle,Americas,Ecuador,ECU,Rural,Citrus,DQQ9,2021,57.46,52.21,62.64
Upper middle,Americas,Ecuador,ECU,All,Dairy,NA,2021,72.02,68.11,75.78
Upper middle,Americas,Ecuador,ECU,Male,Dairy,NA,2021,75.47,70.01,80.55
Upper middle,Americas,Ecuador,ECU,Female,Dairy,NA,2021,68.56,62.96,73.91
Upper middle,Americas,Ecuador,ECU,Urban,Dairy,NA,2021,80.05,74.38,85.18
Upper middle,Americas,Ecuador,ECU,Rural,Dairy,NA,2021,68.43,63.3,73.34
Upper middle,Americas,Ecuador,ECU,All,Dark green leafy vegetables,DQQ6,2021,27.86,24.34,31.51
Upper middle,Americas,Ecuador,ECU,Male,Dark green leafy vegetables,DQQ6,2021,25.56,20.92,30.49
Upper middle,Americas,Ecuador,ECU,Female,Dark green leafy vegetables,DQQ6,2021,30.16,24.99,35.59
Upper middle,Americas,Ecuador,ECU,Urban,Dark green leafy vegetables,DQQ6,2021,31.12,25.73,36.79
Upper middle,Americas,Ecuador,ECU,Rural,Dark green leafy vegetables,DQQ6,2021,25.79,21.33,30.51
Upper middle,Americas,Ecuador,ECU,All,Deep fried foods,DQQ24,2021,19,16.08,22.09
Upper middle,Americas,Ecuador,ECU,Male,Deep fried foods,DQQ24,2021,21.13,17.01,25.58
Upper middle,Americas,Ecuador,ECU,Female,Deep fried foods,DQQ24,2021,16.86,13.02,21.09
Upper middle,Americas,Ecuador,ECU,Urban,Deep fried foods,DQQ24,2021,21.05,16.31,26.23
Upper middle,Americas,Ecuador,ECU,Rural,Deep fried foods,DQQ24,2021,18.05,14.4,22.01
Upper middle,Americas,Ecuador,ECU,All,Eggs,DQQ13,2021,66.91,62.97,70.75
Upper middle,Americas,Ecuador,ECU,Male,Eggs,DQQ13,2021,69.36,63.78,74.67
Upper middle,Americas,Ecuador,ECU,Female,Eggs,DQQ13,2021,64.47,58.92,69.82
Upper middle,Americas,Ecuador,ECU,Urban,Eggs,DQQ13,2021,69.39,63.22,75.23
Upper middle,Americas,Ecuador,ECU,Rural,Eggs,DQQ13,2021,65.46,60.29,70.44
Upper middle,Americas,Ecuador,ECU,All,Fast food,DQQ29,2021,2.87,1.83,4.14
Upper middle,Americas,Ecuador,ECU,Male,Fast food,DQQ29,2021,2.69,1.48,4.25
Upper middle,Americas,Ecuador,ECU,Female,Fast food,DQQ29,2021,3.04,1.46,5.17
Upper middle,Americas,Ecuador,ECU,Urban,Fast food,DQQ29,2021,4.9,2.66,7.77
Upper middle,Americas,Ecuador,ECU,Rural,Fast food,DQQ29,2021,1.86,0.88,3.21
Upper middle,Americas,Ecuador,ECU,All,Fish or seafood,DQQ20,2021,36,32.24,39.84
Upper middle,Americas,Ecuador,ECU,Male,Fish or seafood,DQQ20,2021,33.62,28.66,38.76
Upper middle,Americas,Ecuador,ECU,Female,Fish or seafood,DQQ20,2021,38.38,32.89,44.02
Upper middle,Americas,Ecuador,ECU,Urban,Fish or seafood,DQQ20,2021,32.85,27.51,38.44
Upper middle,Americas,Ecuador,ECU,Rural,Fish or seafood,DQQ20,2021,37.25,32.37,42.25
Upper middle,Americas,Ecuador,ECU,All,Foods made from grains,DQQ1,2021,87.55,84.53,90.28
Upper middle,Americas,Ecuador,ECU,Male,Foods made from grains,DQQ1,2021,88.91,84.83,92.42
Upper middle,Americas,Ecuador,ECU,Female,Foods made from grains,DQQ1,2021,86.19,81.6,90.21
Upper middle,Americas,Ecuador,ECU,Urban,Foods made from grains,DQQ1,2021,90.1,86.16,93.44
Upper middle,Americas,Ecuador,ECU,Rural,Foods made from grains,DQQ1,2021,86.2,82.04,89.89
Upper middle,Americas,Ecuador,ECU,All,Fruit juice and fruit drinks,DQQ27,2021,46.27,42.26,50.31
Upper middle,Americas,Ecuador,ECU,Male,Fruit juice and fruit drinks,DQQ27,2021,52.73,46.88,58.54
Upper middle,Americas,Ecuador,ECU,Female,Fruit juice and fruit drinks,DQQ27,2021,39.81,34.5,45.24
Upper middle,Americas,Ecuador,ECU,Urban,Fruit juice and fruit drinks,DQQ27,2021,44.99,38.83,51.22
Upper middle,Americas,Ecuador,ECU,Rural,Fruit juice and fruit drinks,DQQ27,2021,47.22,42.02,52.46
Upper middle,Americas,Ecuador,ECU,All,Instant noodles,DQQ23,2021,8.2,5.93,10.8
Upper middle,Americas,Ecuador,ECU,Male,Instant noodles,DQQ23,2021,10.18,6.78,14.18
Upper middle,Americas,Ecuador,ECU,Female,Instant noodles,DQQ23,2021,6.22,3.38,9.83
Upper middle,Americas,Ecuador,ECU,Urban,Instant noodles,DQQ23,2021,5.42,3,8.5
Upper middle,Americas,Ecuador,ECU,Rural,Instant noodles,DQQ23,2021,9.69,6.56,13.36
Upper middle,Americas,Ecuador,ECU,All,MDD-W,NA,2021,83.65,78.11,88.52
Upper middle,Americas,Ecuador,ECU,Male,MDD-W,NA,2021,0,NA,NA
Upper middle,Americas,Ecuador,ECU,Female,MDD-W,NA,2021,83.65,78.09,88.54
Upper middle,Americas,Ecuador,ECU,Urban,MDD-W,NA,2021,90.07,82.76,95.53
Upper middle,Americas,Ecuador,ECU,Rural,MDD-W,NA,2021,81.18,73.99,87.43
Upper middle,Americas,Ecuador,ECU,All,"Meat, poultry, or fish",NA,2021,87.17,84.09,89.96
Upper middle,Americas,Ecuador,ECU,Male,"Meat, poultry, or fish",NA,2021,88,83.58,91.8
Upper middle,Americas,Ecuador,ECU,Female,"Meat, poultry, or fish",NA,2021,86.34,81.95,90.21
Upper middle,Americas,Ecuador,ECU,Urban,"Meat, poultry, or fish",NA,2021,89.85,85.86,93.25
Upper middle,Americas,Ecuador,ECU,Rural,"Meat, poultry, or fish",NA,2021,85.69,81.43,89.47
Upper middle,Americas,Ecuador,ECU,All,Milk,DQQ25,2021,41.14,37.18,45.15
Upper middle,Americas,Ecuador,ECU,Male,Milk,DQQ25,2021,43.79,37.97,49.69
Upper middle,Americas,Ecuador,ECU,Female,Milk,DQQ25,2021,38.48,33.16,43.94
Upper middle,Americas,Ecuador,ECU,Urban,Milk,DQQ25,2021,43.6,37.4,49.91
Upper middle,Americas,Ecuador,ECU,Rural,Milk,DQQ25,2021,40.22,35.13,45.41
Upper middle,Americas,Ecuador,ECU,All,Nuts or seeds,DQQ21,2021,12.27,9.81,14.97
Upper middle,Americas,Ecuador,ECU,Male,Nuts or seeds,DQQ21,2021,13.52,9.88,17.62
Upper middle,Americas,Ecuador,ECU,Female,Nuts or seeds,DQQ21,2021,11.02,7.87,14.64
Upper middle,Americas,Ecuador,ECU,Urban,Nuts or seeds,DQQ21,2021,12.09,8.78,15.85
Upper middle,Americas,Ecuador,ECU,Rural,Nuts or seeds,DQQ21,2021,12.48,9.22,16.16
Upper middle,Americas,Ecuador,ECU,All,Other fruits,DQQ10,2021,68.41,64.48,72.22
Upper middle,Americas,Ecuador,ECU,Male,Other fruits,DQQ10,2021,70.63,64.98,75.98
Upper middle,Americas,Ecuador,ECU,Female,Other fruits,DQQ10,2021,66.19,60.6,71.57
Upper middle,Americas,Ecuador,ECU,Urban,Other fruits,DQQ10,2021,71.03,64.94,76.75
Upper middle,Americas,Ecuador,ECU,Rural,Other fruits,DQQ10,2021,66.93,61.79,71.86
Upper middle,Americas,Ecuador,ECU,All,Other sweets,DQQ12,2021,25.62,22.31,29.08
Upper middle,Americas,Ecuador,ECU,Male,Other sweets,DQQ12,2021,27.56,22.7,32.7
Upper middle,Americas,Ecuador,ECU,Female,Other sweets,DQQ12,2021,23.68,19.29,28.36
Upper middle,Americas,Ecuador,ECU,Urban,Other sweets,DQQ12,2021,25.77,20.48,31.43
Upper middle,Americas,Ecuador,ECU,Rural,Other sweets,DQQ12,2021,25.74,21.55,30.16
Upper middle,Americas,Ecuador,ECU,All,Other vegetables,DQQ7,2021,76.01,72.25,79.59
Upper middle,Americas,Ecuador,ECU,Male,Other vegetables,DQQ7,2021,76.17,70.78,81.17
Upper middle,Americas,Ecuador,ECU,Female,Other vegetables,DQQ7,2021,75.86,70.43,80.9
Upper middle,Americas,Ecuador,ECU,Urban,Other vegetables,DQQ7,2021,78.29,72.7,83.39
Upper middle,Americas,Ecuador,ECU,Rural,Other vegetables,DQQ7,2021,74.69,69.69,79.39
Upper middle,Americas,Ecuador,ECU,All,Packaged ultra-processed salty snacks,DQQ22,2021,13.57,10.88,16.5
Upper middle,Americas,Ecuador,ECU,Male,Packaged ultra-processed salty snacks,DQQ22,2021,16.9,12.67,21.6
Upper middle,Americas,Ecuador,ECU,Female,Packaged ultra-processed salty snacks,DQQ22,2021,10.23,7.14,13.8
Upper middle,Americas,Ecuador,ECU,Urban,Packaged ultra-processed salty snacks,DQQ22,2021,10.2,7.2,13.67
Upper middle,Americas,Ecuador,ECU,Rural,Packaged ultra-processed salty snacks,DQQ22,2021,15.33,11.62,19.45
Upper middle,Americas,Ecuador,ECU,All,Poultry,DQQ19,2021,56.78,52.72,60.79
Upper middle,Americas,Ecuador,ECU,Male,Poultry,DQQ19,2021,57.63,51.79,63.38
Upper middle,Americas,Ecuador,ECU,Female,Poultry,DQQ19,2021,55.92,50.24,61.51
Upper middle,Americas,Ecuador,ECU,Urban,Poultry,DQQ19,2021,54.88,48.52,61.16
Upper middle,Americas,Ecuador,ECU,Rural,Poultry,DQQ19,2021,57.5,52.24,62.67
Upper middle,Americas,Ecuador,ECU,All,Processed meats,DQQ16,2021,24.13,20.87,27.55
Upper middle,Americas,Ecuador,ECU,Male,Processed meats,DQQ16,2021,27.52,22.49,32.86
Upper middle,Americas,Ecuador,ECU,Female,Processed meats,DQQ16,2021,20.74,16.7,25.08
Upper middle,Americas,Ecuador,ECU,Urban,Processed meats,DQQ16,2021,29.44,23.83,35.38
Upper middle,Americas,Ecuador,ECU,Rural,Processed meats,DQQ16,2021,21.57,17.6,25.84
Upper middle,Americas,Ecuador,ECU,All,Pulses,DQQ4,2021,51.22,47.18,55.26
Upper middle,Americas,Ecuador,ECU,Male,Pulses,DQQ4,2021,52.12,46.28,57.93
Upper middle,Americas,Ecuador,ECU,Female,Pulses,DQQ4,2021,50.33,44.73,55.92
Upper middle,Americas,Ecuador,ECU,Urban,Pulses,DQQ4,2021,51.27,45.04,57.48
Upper middle,Americas,Ecuador,ECU,Rural,Pulses,DQQ4,2021,50.96,45.7,56.22
Upper middle,Americas,Ecuador,ECU,All,Salty or fried snacks,NA,2021,30.68,27.04,34.44
Upper middle,Americas,Ecuador,ECU,Male,Salty or fried snacks,NA,2021,35.79,30.41,41.35
Upper middle,Americas,Ecuador,ECU,Female,Salty or fried snacks,NA,2021,25.56,20.87,30.54
Upper middle,Americas,Ecuador,ECU,Urban,Salty or fried snacks,NA,2021,27.55,22.31,33.12
Upper middle,Americas,Ecuador,ECU,Rural,Salty or fried snacks,NA,2021,32.4,27.62,37.36
Upper middle,Americas,Ecuador,ECU,All,"Salty snacks, instant noodles, or fast food",NA,2021,19.49,16.36,22.82
Upper middle,Americas,Ecuador,ECU,Male,"Salty snacks, instant noodles, or fast food",NA,2021,23.68,18.79,28.95
Upper middle,Americas,Ecuador,ECU,Female,"Salty snacks, instant noodles, or fast food",NA,2021,15.29,11.5,19.51
Upper middle,Americas,Ecuador,ECU,Urban,"Salty snacks, instant noodles, or fast food",NA,2021,16.1,12.2,20.43
Upper middle,Americas,Ecuador,ECU,Rural,"Salty snacks, instant noodles, or fast food",NA,2021,21.32,17.1,25.87
Upper middle,Americas,Ecuador,ECU,All,Sugar-sweetened beverages,NA,2021,86.05,82.95,88.88
Upper middle,Americas,Ecuador,ECU,Male,Sugar-sweetened beverages,NA,2021,89.04,85.28,92.3
Upper middle,Americas,Ecuador,ECU,Female,Sugar-sweetened beverages,NA,2021,83.05,78.08,87.49
Upper middle,Americas,Ecuador,ECU,Urban,Sugar-sweetened beverages,NA,2021,85.95,81.22,90.09
Upper middle,Americas,Ecuador,ECU,Rural,Sugar-sweetened beverages,NA,2021,86.04,81.9,89.71
Upper middle,Americas,Ecuador,ECU,All,Sugar-sweetened soft drink consumption,DQQ28,2021,29.2,25.57,32.96
Upper middle,Americas,Ecuador,ECU,Male,Sugar-sweetened soft drink consumption,DQQ28,2021,35.58,30.21,41.14
Upper middle,Americas,Ecuador,ECU,Female,Sugar-sweetened soft drink consumption,DQQ28,2021,22.8,18.27,27.68
Upper middle,Americas,Ecuador,ECU,Urban,Sugar-sweetened soft drink consumption,DQQ28,2021,31.3,25.7,37.2
Upper middle,Americas,Ecuador,ECU,Rural,Sugar-sweetened soft drink consumption,DQQ28,2021,28.32,23.65,33.23
Upper middle,Americas,Ecuador,ECU,All,Sweet foods,NA,2021,38.1,34.3,41.98
Upper middle,Americas,Ecuador,ECU,Male,Sweet foods,NA,2021,41.01,35.39,46.75
Upper middle,Americas,Ecuador,ECU,Female,Sweet foods,NA,2021,35.19,30.13,40.42
Upper middle,Americas,Ecuador,ECU,Urban,Sweet foods,NA,2021,38.83,33.03,44.8
Upper middle,Americas,Ecuador,ECU,Rural,Sweet foods,NA,2021,38.04,33.13,43.07
Upper middle,Americas,Ecuador,ECU,All,"Sweet tea, coffee, or cocoa",DQQ26,2021,70.16,66.28,73.9
